h.001,h.002,h.003,h.004,h.005,h.006,h.007,h.008,h.009,h.010,h.011,h.012,h.013,h.014,h.015,h.016,h.017,h.018,h.019,h.020,h.021,h.022,h.023,h.024,h.025,h.026,h.027,h.028,h.029,h.030,h.031,h.032,h.033,h.034,h.035,h.036,h.037,h.038,h.039,h.040,h.041,h.042,h.043,h.044,h.045,h.046,h.047,h.048,h.049,h.050,h.051,h.052,h.053,h.054,h.055,h.056,h.057,h.058,h.059,h.060,h.061,h.062,h.063,h.064,h.065,h.066,h.067,h.068,h.069,h.070,h.071,h.072,h.073,h.074,h.075,h.076,h.077,h.078,h.079,h.080,h.081,h.082,h.083,h.084,h.085,h.086,h.087,h.088,h.089,h.090,h.091,h.092,h.093,h.094,h.095,h.096,h.097,h.098,h.099,h.100
2.6377154148706987,2.6802682162815663,2.7199936811823657,2.7571249951205683,2.7918695560888307,2.824412800726325,2.8549213125537434,2.883545372703294,2.9104210725853963,2.9356720785988513,2.9594111176987346,2.9817412369697176,3.0027568786804264,3.0225448034975666,3.0411848878374586,3.05875081617727,3.075310685145253,3.090927533074329,3.105659806228258,3.1195617709407855,3.1326838793307874,3.1450730949843337,3.1567731839621107,3.1678249756477057,3.1782665972601705,3.1881336852830007,3.1974595765877054,3.2062754816350565,3.2146106418062055,3.222492472637559,3.229946694498209,3.236997452049379,3.2436674236556384,3.249977921772669,3.255948985212045,3.26159946407658,3.2669470980674973,3.272008588784784,3.2767996665727437,3.28133515240233,3.2856290152291208,3.2896944252195826,3.293543803197767,3.297188866628874,3.3006406724246626,3.303909656827857,3.307005672608029,3.3099380237795395,3.3127154980326217,3.3153463970513,3.317838564876296,3.3201994144571536,3.322435952525339,3.324554802908834,3.3265622283986547,3.3284641512685904,3.3302661725412412,3.3319735900859677,3.333591415627614,3.335124390738726,3.3365770018824157,3.337953494567936,3.3392578866763962,3.340493981009826,3.341665377112918,3.3427754824132405,3.3438275227224588,3.3448245521381255,3.3457694623828584,3.3466649916151936,3.3475137327440923,3.3483181412769154,3.3490805427287222,3.3498031396189,3.3504880180794503,3.351137154097685,3.3517524194146326,3.3523355870991045,3.352888336816116,3.3534122598072016,3.3539088635990666,3.3543795764560174,3.3548257515906728,3.355248671146573,3.3556495499654995,3.3560295391515385,3.3563897294432183,3.356731154404382,3.357054793443825,3.3573615746731496,3.357652377611738,3.3579280357472348,3.358189338959438,3.3584370358150677,3.3586718357404237,3.3588944110785866,3.3591053990374067,3.3593054035341914,3.35949499694267,3.3596747217475023
